URL,Tag,Text
https://docs.dmexpro.com/jobOrder.html,li,"Partmaster -SubTab Details :The Part-Price,  HS-Code, subtab of the part components for which the job order is being placed should be ensured with current details to help in preventing delays or errors caused by outdated information."
https://docs.dmexpro.com/jobOrder.html,li,"By Updating these master screens before creating a supplier purchase order, you ensure that the procurement process is efficient, accurate, and free from errors."
https://docs.dmexpro.com/jobOrder.html,h4,Additional Info:
https://docs.dmexpro.com/jobOrder.html,li,Supplier Information:
https://docs.dmexpro.com/jobOrder.html,li,"Supplier name, contact details, and addresss"
https://docs.dmexpro.com/jobOrder.html,li,Part Process Group Information:
https://docs.dmexpro.com/jobOrder.html,li,Confirm that the part process group for the part are up-to-date  and accurate.
https://docs.dmexpro.com/jobOrder.html,li,Communication:
https://docs.dmexpro.com/jobOrder.html,li,"If there have been any changes or updates to the order, make sure that relevant stakeholders are informed"
https://docs.dmexpro.com/jobOrder.html,li,"Double-checking these details before creating a job order helps to minimize errors, reduce the chances of miscommunication, and ensures that your job order process is smooth and efficient. It also helps maintain accurate records for future reference and reporting."
https://docs.dmexpro.com/jobOrder.html,h4,1.1  Add Job Order
https://docs.dmexpro.com/jobOrder.html,h3,Add a Job Order - Step-by-Step
https://docs.dmexpro.com/jobOrder.html,p,Step 1:Reach the Job order Section
https://docs.dmexpro.com/jobOrder.html,li,"From the main Side menu, click on ""Purchase,"" then go to ""Operations,"" and finally choose ""Job order"" This will open the Job order Search page."
https://docs.dmexpro.com/jobOrder.html,p,Step 2:Adding a Job order
https://docs.dmexpro.com/jobOrder.html,li,"On the top right of the Job order Search page, you'll see an ""Add Job order"" button. Click this button."
https://docs.dmexpro.com/jobOrder.html,p,Step 3:Fill in details
https://docs.dmexpro.com/jobOrder.html,li,"Upon clicking the 'Add Job Order button, the Add Job Order will open. Complete the following information:"
https://docs.dmexpro.com/jobOrder.html,li,Supplier: [Dropdown] (Mandatory) Choose the supplier from the dropdown list. The supplier added in the supplier screen will be shown as an option.
https://docs.dmexpro.com/jobOrder.html,li,Job Order Number: (Mandatory)This field will be automatically generated by the system. The generated number may include a prefix that can be updated from the organization details screen.
https://docs.dmexpro.com/jobOrder.html,li,Job Order Revision: [Text Field](Mandatory) Enter the Revision for the job order.
https://docs.dmexpro.com/jobOrder.html,li,Notes:The job order number and the revision combination should be unique.
https://docs.dmexpro.com/jobOrder.html,li,"Job Order Date:(Mandatory)The current date shall be automatically designated as the job order date. However, should the need arise for alteration, such adjustments can be made in accordance with the customer's specific request."
https://docs.dmexpro.com/jobOrder.html,li,Delivery Address: [Dropdown]Select the delivery address. The delivery address added for the supplier is displayed as the option.
https://docs.dmexpro.com/jobOrder.html,li,"Remarks : [Text Field]Please enter the Remarks , if any."
https://docs.dmexpro.com/jobOrder.html,li,"Job order Notes: [Text Field]Please enter the job order notes, if any."
https://docs.dmexpro.com/jobOrder.html,h3,Add Job Order Line Item(s):
https://docs.dmexpro.com/jobOrder.html,li,Ensure you've filled in all the necessary details for the job order.
https://docs.dmexpro.com/jobOrder.html,li,"Look for the ""+"" icon located in the bottom left corner of the screen."
https://docs.dmexpro.com/jobOrder.html,li,"Click on the ""Add"" icon to initiate the process of adding a line item to the job order."
https://docs.dmexpro.com/jobOrder.html,li,"When a popup is displayed to enter line item details, follow these steps to accurately fill in the required information:"
https://docs.dmexpro.com/jobOrder.html,li,Select Parent Part: [Dropdown](Mandatory)Choose the relevant Part from the dropdown list. This is a mandatory field.
https://docs.dmexpro.com/jobOrder.html,li,Notes:The part against which the select supplier is chosen in the part process group sub tab of the part is displayed as the option.
https://docs.dmexpro.com/jobOrder.html,li,Select Process Group: [Dropdown](Mandatory)Choose the relevant process from the dropdown list. This is a mandatory field.
https://docs.dmexpro.com/jobOrder.html,li,Notes:The combination of the process and the raw materials chosen against the selected part in the part process group sub tab of the part is displayed as the option.
https://docs.dmexpro.com/jobOrder.html,li,Price: [Textfield](Mandatory)The price added in the part process group subtab is displayed here.
https://docs.dmexpro.com/jobOrder.html,li,"Notes:Prior to submitting Job Order Line Item(s), ensure that all mandatory (*) fields have been filled."
https://docs.dmexpro.com/jobOrder.html,li,"Duplicate action for same line item of job order is been restricted, If duplicate action is done for the same supplier, part , process  it should be added as a line item in another job order."
https://docs.dmexpro.com/jobOrder.html,li,Click the âSubmitâ Button
https://docs.dmexpro.com/jobOrder.html,p,Submission Of Job Order
https://docs.dmexpro.com/jobOrder.html,li,"Upon submission of a Job order, the entry will be added and the screen will transition to the editing mode."
https://docs.dmexpro.com/jobOrder.html,li,"If you change your mind and don't want to add a Job order, click ""Cancel"" it takes you back to the Job order Search page."
https://docs.dmexpro.com/jobOrder.html,li,"To Start Over:Click the ""Clear"" button if you wish to erase all information and begin anew. Please note that once this button is clicked, the entered information will not be saved."
https://docs.dmexpro.com/jobOrder.html,h4,1.2 Search Job order
https://docs.dmexpro.com/jobOrder.html,h3,Search a Job order - Step-by-Step
https://docs.dmexpro.com/jobOrder.html,p,Step 1:Start Searching
https://docs.dmexpro.com/jobOrder.html,p,"On the Job order Search page, you can search in different ways:"
https://docs.dmexpro.com/jobOrder.html,li,Supplier : Select the Supplier for which you want to search for.
https://docs.dmexpro.com/jobOrder.html,li,Job Order Number:Enter the Job Order number for which you want to search for.
https://docs.dmexpro.com/jobOrder.html,li,Job Order From Date: Select the date range from when you want to search for.
https://docs.dmexpro.com/jobOrder.html,li,Job Order To Date: Select the date range until when you want to search for.
https://docs.dmexpro.com/jobOrder.html,li,"For All: If you don't have a specific job order number, just click ""Search"" to see all Job order."
https://docs.dmexpro.com/jobOrder.html,p,Step 2:See the Results
https://docs.dmexpro.com/jobOrder.html,p,"After clicking ""Search,"" you'll see results:"
https://docs.dmexpro.com/jobOrder.html,li,"If you searched by Job Order Number, Supplier  and Dates you'll find the matching result with Generate Job Order [Refer 2.2.6.4] ,Supplier Name, Job Order Number, Job Order Date and Job Order status with an option to View/Edit [Refer 2.2.6.3]"
https://docs.dmexpro.com/jobOrder.html,li,Notes:The status of the job order is based on the supplier job work inward against the job order.
https://docs.dmexpro.com/jobOrder.html,h4,1.3 Edit Job Order
https://docs.dmexpro.com/jobOrder.html,h3,Edit a Job Order - Step-by-Step
https://docs.dmexpro.com/jobOrder.html,p,Step 1:Find Job Order Edit
https://docs.dmexpro.com/jobOrder.html,p,Step 2:Start Searching  [Refer 1.1.1.2]
https://docs.dmexpro.com/jobOrder.html,p,Step 3:Edit Details
https://docs.dmexpro.com/jobOrder.html,li,"After searching, you'll see the Job Order that you want to edit."
https://docs.dmexpro.com/jobOrder.html,li,"Click ""View/Edit"" next to the Generate Job Order to reach the Edit Job Order page."
https://docs.dmexpro.com/jobOrder.html,p,Step 4:Update Info
https://docs.dmexpro.com/jobOrder.html,p,"On the Edit Job Order page, you'll see existing details."
https://docs.dmexpro.com/jobOrder.html,li,Change details that you like to update in Job Order.
https://docs.dmexpro.com/jobOrder.html,p,Step 5:Save Changes
https://docs.dmexpro.com/jobOrder.html,p,"After editing, review your changes."
https://docs.dmexpro.com/jobOrder.html,li,"When you're ready, click ""Submit"" to save the updates."
https://docs.dmexpro.com/jobOrder.html,h4,1.1.1.4 Generate Job Order
https://docs.dmexpro.com/jobOrder.html,li,"By clicking the Generate Job Order Button a pdf is generated with all the data added in the Job Order (ie. with the address , total amount , DC number)"
https://docs.dmexpro.com/jobOrder.html,p,"That's it! You've learned how to ADD, SEARCH, EDIT a customer using the DMeX app. If you need help, contact the support team."
https://docs.dmexpro.com/partrfq.html,h2,RFQ-PART
https://docs.dmexpro.com/partrfq.html,h3,Before You Begin
https://docs.dmexpro.com/partrfq.html,li,"To get started, make sure you have your username and password ready."
https://docs.dmexpro.com/partrfq.html,li,"Once you log in, you will land on the welcome screen."
https://docs.dmexpro.com/partrfq.html,h4,1.1 ADD RFQ-PART
https://docs.dmexpro.com/partrfq.html,h3,Add a Part - Step-by-Step
https://docs.dmexpro.com/partrfq.html,p,Step 1:Reach the RFQ-Part Section
https://docs.dmexpro.com/partrfq.html,li,"From the main Side menu, click on ""Marketing,"" then go to ""Masters,"" and finally choose ""RFQ-Part."" This will open the Rfq-Part Search page."
https://docs.dmexpro.com/partrfq.html,p,Step 2:Adding a RFQ-Part
https://docs.dmexpro.com/partrfq.html,li,"On the top right of the RFQ-Part Search page, you'll see an ""Add Part"" button. Click this button. ."
https://docs.dmexpro.com/partrfq.html,p,Step 3:Fill in details
https://docs.dmexpro.com/partrfq.html,li,"The Add RFQ-Part page will open. Here, provide the following:"
https://docs.dmexpro.com/partrfq.html,li,Part Name: [Text Field] (Mandatory) Enter the Part Name .
https://docs.dmexpro.com/partrfq.html,li,Part Number: [Text Field] (Mandatory) Enter the Part Number. The part number is the unique number of the part.
https://docs.dmexpro.com/partrfq.html,li,Part Revision Number: [Text Field] (Mandatory) Enter the Part Revision Number. The part revision number should be unique for the part.
https://docs.dmexpro.com/partrfq.html,li,Grade: [Text Field] (Mandatory) Enter the Grade of the part.
https://docs.dmexpro.com/partrfq.html,li,Part Drawing Number: [Text Field] (Mandatory) Enter the Part Drawing Name .
https://docs.dmexpro.com/partrfq.html,li,Part Drawing Revision: [Text Field] (Mandatory) Enter the Part Drawing Revision.
https://docs.dmexpro.com/partrfq.html,li,Finished Part weight: [Text Field] (Mandatory) Enter the Finished Part Weight.
https://docs.dmexpro.com/partrfq.html,li,Material: [Text Field] (Mandatory) Enter the Material of the part.
https://docs.dmexpro.com/partrfq.html,li,Unit of Measurement: [Dropdown] (Mandatory) Select the unit of measurement.
https://docs.dmexpro.com/partrfq.html,li,Casting Weight: [Number] (Mandatory) Enter the casting weight of the part.
https://docs.dmexpro.com/partrfq.html,li,Casting Weight Unit: [Dropdown](Mandatory)Select the casting weight unit of the part.
https://docs.dmexpro.com/partrfq.html,li,Unit: [Dropdown] Choose the unit of measurement of the inventory detail.
https://docs.dmexpro.com/partrfq.html,li,RFQ Volume: [Text Field] (Mandatory) Enter the RFQ Volume Value.
https://docs.dmexpro.com/partrfq.html,li,MBQ: [Text Field] (Mandatory) Enter the value of minimum quantity in a batch.
https://docs.dmexpro.com/partrfq.html,li,"Important Note: All fields with a (*) are mandatory, so remember to fill them all."
https://docs.dmexpro.com/partrfq.html,p,Step 4:Save or Clear
https://docs.dmexpro.com/partrfq.html,li,"Save: To retain the information, select ""Submit."" This action will include the part with the provided details. After saving, the entry will be added and the screen will transition to the editing mode -> Refer 1.3(Edit RFQ-Part)"
https://docs.dmexpro.com/partrfq.html,li,"To Start Over: Click the ""Clear"" button if you wish to erase all information and begin anew. Please note that once this button is clicked, the entered information will not be saved."
https://docs.dmexpro.com/partrfq.html,p,Step 5:Going Back
https://docs.dmexpro.com/partrfq.html,li,"If you change your mind and don't want to add a RFQ-Part, click ""Cancel."" This takes you back to the RFQ-Part Search page."
https://docs.dmexpro.com/partrfq.html,h4,1.2 SEARCH RFQ-PART
https://docs.dmexpro.com/partrfq.html,h3,Search a RFQ-PART - Step-by-Step
https://docs.dmexpro.com/partrfq.html,p,Step 1:Start Searching
https://docs.dmexpro.com/partrfq.html,p,"On the RFQ-Part Search page, you can search in different ways:"
https://docs.dmexpro.com/partrfq.html,li,By Part Name: Type the Part name.
https://docs.dmexpro.com/partrfq.html,li,By Part Number: Type the part number.
https://docs.dmexpro.com/partrfq.html,li,By Drawing Number: Type the drawing number.
https://docs.dmexpro.com/partrfq.html,li,"For All: If you don't have a specific name or code, just click ""Search"" to see all RFQ-Part."
https://docs.dmexpro.com/partrfq.html,p,Step 2:See the Results
https://docs.dmexpro.com/partrfq.html,p,"After clicking ""Search,"" you'll see results:"
https://docs.dmexpro.com/partrfq.html,li,"If you search by specific data, you'll find the matching part."
https://docs.dmexpro.com/partrfq.html,li,"If you didn't search, you'll see a list of all RFQ-Part."
https://docs.dmexpro.com/partrfq.html,h4,1.3 EDIT RFQ-PART
https://docs.dmexpro.com/partrfq.html,h3,Edit a RFQ-Part - Step-by-Step
